,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
183,40,0,19.5,43.09,18.79,42.86166666666671,19.79,44.59,19.1,43.5,17.29,51.09,5.69,85.43,17.79,41.9388888888889,18.625,51.25,17.0,46.1633333333333,5.75,747.0,82.0,7.0,40.0,2.8,25.1669742865488,25.1669742865488
184,50,0,19.5,43.145,18.79,43.0,19.79,44.59,19.1,43.53,17.29,51.23,5.69,84.62333333333329,17.79,42.1266666666667,18.7,51.465,17.0,46.29,5.8333333333333295,747.1333333333331,81.3333333333333,7.3333333333333295,40.0,2.7666666666666706,43.85287715122104,43.85287715122104
185,50,0,19.5,43.2,18.775,43.045,19.89,44.8266666666667,19.033333333333296,43.53,17.29,51.29,5.8,83.82666666666668,17.79,42.294,18.7,51.59,17.0,46.53,5.91666666666667,747.266666666667,80.6666666666667,7.666666666666669,40.0,2.7333333333333294,9.459681122098118,9.459681122098118
186,50,0,19.4266666666667,43.2,18.7,43.09,19.89,44.9,19.0,43.59,17.29,51.4,5.86666666666667,82.56,17.84,42.495,18.7,51.63125,17.0,46.6633333333333,6.0,747.4,80.0,8.0,40.0,2.7,37.9051526193507,37.9051526193507
187,30,0,19.39,43.2,18.7,43.2,19.89,44.845,19.0,43.59,17.29,51.4,6.0,80.9566666666667,17.8042857142857,42.5864285714286,18.7257142857143,51.7942857142857,17.0,46.8266666666667,5.883333333333329,747.533333333333,81.3333333333333,8.0,37.83333333333329,2.833333333333329,36.224944633431726,36.224944633431726
188,20,0,19.39,43.26,18.7,43.26,19.89,44.863333333333294,18.963333333333296,43.6266666666667,17.29,51.5,6.0,80.68999999999998,17.815,42.9,18.79,51.925,17.0,46.9666666666667,5.76666666666667,747.6666666666669,82.6666666666667,8.0,35.66666666666669,2.966666666666669,47.186240914743394,47.186240914743394
189,30,0,19.39,43.29,18.69090909090909,43.31,19.89,44.79,18.89,43.7,17.29,51.59,5.73,84.0333333333333,17.89,43.156,18.75,52.1855555555556,17.0,47.1266666666667,5.65,747.7999999999998,84.0,8.0,33.5,3.1,27.382329350803047,27.382329350803047
190,20,0,19.39,43.363333333333294,18.6777777777778,43.3977777777778,19.89,44.79,18.89,43.7,17.29,51.59,5.53,86.56,17.89,43.2,18.815,52.25,17.0,47.26,5.53333333333333,747.9333333333329,85.3333333333333,8.0,31.3333333333333,3.2333333333333294,35.58719338616356,35.58719338616356
191,40,0,19.39,43.4,18.6428571428571,43.4285714285714,19.82333333333329,44.73,18.89,43.76,17.29,51.7,5.5,87.4566666666667,17.89,43.4271428571429,18.87571428571429,52.3214285714286,17.0,47.433333333333294,5.41666666666667,748.0666666666668,86.6666666666667,8.0,29.166666666666696,3.36666666666667,19.44525499129668,19.44525499129668
192,50,0,19.32333333333329,43.4666666666667,18.6,43.46,19.79,44.7,18.89,43.79,17.29,51.7,5.56,86.33,17.89,43.59,18.7514285714286,52.29,17.0,47.56,5.3,748.2,88.0,8.0,27.0,3.5,5.043656309135257,5.043656309135257
193,60,0,19.29,43.5,18.6,43.5,19.79,44.76,18.89,43.8266666666667,17.29,51.73,5.5,86.32666666666668,17.89,43.59,18.7,52.433333333333294,17.0333333333333,47.7666666666667,5.3,748.3166666666668,88.5,8.0,26.0,3.56666666666667,46.36510442942381,46.36510442942381
194,50,0,19.29,43.56,18.6,43.56,19.79,44.79,18.89,43.9,17.29,51.79,5.43333333333333,87.46666666666668,17.89,43.6633333333333,18.7,52.6333333333333,17.0333333333333,47.9666666666667,5.3,748.4333333333329,89.0,8.0,25.0,3.6333333333333298,14.16162501554936,14.16162501554936
195,40,0,19.29,43.59,18.588888888888896,43.59,19.8566666666667,44.863333333333294,18.79,43.9,17.29,51.9,5.4,89.32666666666668,17.89,43.8622222222222,18.7,53.1733333333333,17.0,48.1566666666667,5.3,748.5499999999998,89.5,8.0,24.0,3.7,29.528657940682024,29.528657940682024
196,40,0,19.29,43.59,18.5,43.59,19.89,44.9,18.79,43.9,17.29,51.9,5.4,89.97,17.89,44.0,18.7,53.4666666666667,17.0,48.363333333333294,5.3,748.6666666666669,90.0,8.0,23.0,3.766666666666671,5.518030247185379,5.518030247185379
197,50,0,19.29,43.7,18.5,43.635833333333295,19.89,44.9,18.79,43.933333333333294,17.29,51.933333333333294,5.4,89.8333333333333,17.89,44.365,18.7,54.00625,17.1,48.6566666666667,5.3,748.783333333333,90.5,8.0,22.0,3.8333333333333295,42.02535160584375,42.02535160584375
198,40,0,19.29,43.76,18.5,43.68625,19.89,44.9,18.79,44.0,17.29,52.0,5.4,89.26333333333329,17.979375,44.679375,18.7,54.55714285714289,17.0333333333333,48.79,5.3,748.9,91.0,8.0,21.0,3.9,15.89818422216922,15.89818422216922
199,40,0,19.2,43.7,18.5,43.7,19.89,44.9666666666667,18.79,44.0,17.29,52.03,5.46666666666667,89.18999999999998,18.0,44.755,18.705,54.8477777777778,17.1,48.963333333333296,5.3333333333333295,749.0833333333329,90.6666666666667,8.0,21.5,3.8833333333333298,39.14256684947759,39.14256684947759
